,Rajonas,Gatve,Kaina,Kvadrato kaina,Kambariai,Plotas,Aukstas,Is viso aukstu
2741,Karoliniškės,Algimanto Petro Kavoliuko g.,99500,1706,3,58.33,2,5
2742,Karoliniškės,Algimanto Petro Kavoliuko g.,95000,1695,3,56.05,2,5
2743,Naujamiestis,Mindaugo g.,195000,2671,2,73,6,7
2744,Naujamiestis,Mindaugo g.,195000,2671,3,73,6,7
2745,Šnipiškės,Olimpiečių g.,495000,5038,3,98.25,3,6
2746,Lazdynai,Erfurto g.,139000,1695,3,82,7,9
2747,Šiaurės miestelis,S. Žukausko g.,112500,2045,2,55,4,5
2748,Lazdynai,Architektų g.,47499,1439,1,33,4,5
2749,Visoriai,Bajorų Sodų 2-oji g.,144000,2365,3,60.9,2,2
2750,Šnipiškės,Konstitucijos pr.,249000,3000,3,83,5,27
2751,Senamiestis,Mindaugo g.,210000,2386,3,88,2,5
2752,Liepkalnis,Liepkalnio g.,47900,1168,2,41,1,2
2753,Baltupiai,Kalvarijų g.,18200,910,1,20,10,12
2754,Senamiestis,A. Jakšto g.,148999,797,3,187,5,5
2755,Pašilaičiai,Leičių g.,65000,1428,1,45.51,1,9
2756,Pašilaičiai,Leičių g.,65000,1428,1,45.51,1,9
2757,Pilaitė,Bitėnų g.,66000,1540,2,42.87,1,5
2758,Antakalnis,P. Vileišio g.,287383,2811,4,102.24,4,4
2759,Šiaurės miestelis,Žygio g.,105000,1974,2,53.18,2,8
2760,Šiaurės miestelis,Žygio g.,105000,1974,1,53.18,2,8
2761,Naujamiestis,Panerių g.,99000,1394,2,71,1,2
2762,Pašilaičiai,Pašilaičių g.,74800,1438,2,52,3,9
2763,Antakalnis,P. Vileišio g.,206000,2822,2,73,2,3
2764,Antakalnis,P. Vileišio g.,246000,2899,3,84.87,2,3
2765,Antakalnis,P. Vileišio g.,234000,2645,3,88.48,2,3
2766,Senamiestis,K. Kalinausko g.,840000,5810,4,144.58,5,6
2767,Naujamiestis,K. Kalinausko g.,840000,5810,4,144.58,5,6
2768,Žirmūnai,Žirmūnų g.,54800,1827,1,30,1,9
2769,Užupis,Krivių g.,255000,3000,3,85,4,4
2770,Senamiestis,Krivių g.,255000,3000,3,85,4,4
2771,Santariškės,J. Franko g.,229000,1495,4,153.22,3,4
2772,Naujamiestis,S. Konarskio g.,85000,2237,1,38,6,9
2773,Senamiestis,Pelesos g.,199000,1776,3,112.07,1,3
2774,Senamiestis,T. Kosciuškos g.,300000,3333,4,90,4,4
2775,Pilaitė,Gilužio g.,100000,1532,3,65.28,2,3
2776,Senamiestis,Raugyklos g.,333000,2614,5,127.4,1,4
2777,Senamiestis,Raugyklos g.,119000,2938,2,40.5,3,4
2778,Lazdynėliai,Lazdynėlių g.,72000,1714,2,42,2,4
2779,Antakalnis,V. Grybo g.,244900,2073,4,118.12,1,5
2780,Lazdynėliai,Lazdynėlių g.,103000,1591,3,64.75,3,4
2781,Lazdynėliai,Lazdynėlių g.,106000,1540,3,68.85,2,4
2782,Lazdynėliai,Lazdynėlių g.,67000,1694,2,39.54,2,4
2783,Lazdynėliai,Lazdynėlių g.,102000,1626,3,62.74,1,4
2784,Senamiestis,Šv. Stepono g.,89900,2900,1,31,1,2
2785,Senamiestis,Naugarduko g.,246000,2992,4,82.21,2,4
2786,Senamiestis,Naugarduko g.,233700,2850,4,82,2,3
2787,Senamiestis,Aguonų g.,278000,2897,4,95.96,4,6
2788,Santariškės,Bajorų kel.,124900,1650,3,75.68,4,9
2789,Bajorai,Bajorų kel.,124900,1650,3,75.68,4,9
2790,Senamiestis,M. Antokolskio g.,150000,3333,2,45,2,3
2791,Senamiestis,Ligoninės g.,149000,3333,3,44.7,2,2
2792,Užupis,Baltasis skg.,430000,3711,4,115.86,2,2
2793,Karoliniškės,Pilaitės pr.,81500,1919,2,42.47,11,16
2794,Viršuliškės,Spaudos g.,81500,1919,2,42.47,11,16
2795,Fabijoniškės,L. Giros g.,85000,1250,3,68,4,9
2796,Senamiestis,Kaštonų g.,449000,2272,5,197.6,1,4
2797,Senamiestis,Gedimino pr.,185000,2569,3,72,4,4
2798,Šnipiškės,Apkasų g.,60000,1304,2,46,5,5
2799,Naujamiestis,S. Konarskio g.,180000,1978,4,91,3,5
2800,Jeruzalė,Baltupio g.,177500,1235,4,143.72,3,6
2801,Baltupiai,Baltupio g.,177500,1235,4,143.72,3,6
2802,Valakampiai,Turniškių g.,182000,2364,3,77,3,3
2803,Antakalnis,Turniškių g.,182000,2364,3,77,3,3
2804,Valakampiai,Turniškių g.,229500,2441,4,94,3,3
2805,Žvėrynas,S. Moniuškos g.,135000,1639,3,82.36,1,1
2806,Žirmūnai,Žygio g.,155000,1649,3,94,5,8
2807,Jeruzalė,Visorių g.,44500,1109,3,40.12,1,1
2808,Baltupiai,Visorių g.,44500,1109,3,40.12,1,1
2809,Senamiestis,Pylimo g.,107000,2140,2,50,3,4
2810,Senamiestis,Pylimo g.,350000,3940,4,88.84,3,3
2811,Žirmūnai,Konstitucijos pr.,350920,2850,4,123.13,17,29
2812,Žirmūnai,Konstitucijos pr.,174286,2950,2,59.08,15,29
2813,Žirmūnai,Konstitucijos pr.,322915,2900,4,111.35,15,29
2814,Užupis,Darbo g.,135000,1038,5,130,1,3
2815,Senamiestis,T. Kosciuškos g.,158131,3118,2,50.71,3,3
2816,Senamiestis,Šv. Mykolo g.,400000,4938,2,81,1,3
2817,Justiniškės,Taikos g.,56000,1600,1,35,3,5
2818,Lazdynėliai,Lazdynėlių g.,68200,1714,2,39.78,3,4
2819,Žvėrynas,Birutės g.,400756,3968,4,101,2,3
2820,Naujamiestis,Konstitucijos pr.,187000,3169,2,59,18,29
2821,Kalnėnai,Kroatų g.,125000,1185,4,105.45,1,2
2822,Šeškinė,Ozo g.,97000,1990,2,48.74,4,5
2823,Senamiestis,Žemaitijos g.,71800,2010,2,35.73,2,3
2824,Senamiestis,Užupio g.,79700,2154,2,37,3,3
2825,Senamiestis,V. Šopeno g.,130000,1714,3,75.86,2,4
2826,Naujininkai,Šaltkalvių g.,17000,944,1,18,5,5
2827,Bajorai,Mėtų g.,119000,1190,4,100,1,1
2828,Paneriai,Eišiškių pl.,30500,1605,1,19,3,3
2829,Šnipiškės,Kalvarijų g.,53460,1350,2,39.6,1,1
2830,Senamiestis,Filaretų g.,51930,1348,2,38.51,1,1
2831,Lazdynėliai,Lazdynėlių g.,93700,1685,3,55.6,4,5
2832,Lazdynėliai,Lazdynėlių g.,92900,1671,3,55.6,2,5
2833,Lazdynėliai,Lazdynėlių g.,87700,1648,3,53.2,4,5
2834,Lazdynėliai,Lazdynėlių g.,90100,1653,2,54.5,5,5
2835,Lazdynėliai,Lazdynėlių g.,60200,1678,2,35.88,1,5
2836,Lazdynėliai,Lazdynėlių g.,86400,1650,3,52.37,2,5
2837,Lazdynėliai,Lazdynėlių g.,84500,1658,2,50.97,2,5
2838,Lazdynėliai,Lazdynėlių g.,73900,1725,2,42.85,3,5
2839,Lazdynėliai,Lazdynėlių g.,58000,1684,1,34.45,2,5
2840,Senamiestis,Aguonų g.,342988,3800,3,90.26,4,5
2841,Šnipiškės,Konstitucijos pr.,155714,2600,3,59.89,8,29
2842,Šnipiškės,Konstitucijos pr.,154908,2600,2,59.58,8,29
2843,Užupis,Manufaktūrų g.,121500,2531,2,48,1,5
2844,Naujoji Vilnia,Skardžio g.,35000,763,2,45.9,1,1
2845,Antakalnis,Rūtų g.,624000,4423,4,141.08,3,4
2846,Antakalnis,Rūtų g.,690200,3920,4,176.05,1,3
2847,Jeruzalė,Ateities g.,84900,1103,4,77,5,9
2848,Pilaitė,Tolminkiemio g.,65500,1429,2,45.84,1,4
2849,Fabijoniškės,Fabijoniškių g.,74500,1113,3,66.91,5,5
2850,Bajorai,Bajorų kel.,129000,1573,3,82,2,9
2851,Žvėrynas,Vykinto g.,350000,3804,4,92,1,2
2852,Naujamiestis,Mindaugo g.,90000,2571,2,35,1,5
2853,Pašilaičiai,Tarandės g.,72000,1216,3,59.2,3,4
2854,Senamiestis,L. Stuokos-Gucevičiaus g.,320000,2133,1,150,2,2
2855,Senamiestis,Subačiaus g.,135000,2813,2,48,2,3
2856,Senamiestis,Subačiaus g.,135000,2813,2,48,2,3
2857,Žvėrynas,Blindžių g.,184900,2592,2,71.34,2,4
2858,Naujamiestis,T. Ševčenkos g.,165000,1833,3,90,3,4
2859,Naujamiestis,Savanorių pr.,104000,1393,3,74.66,4,5
2860,Antakalnis,Rato g.,99919,2044,2,48.89,1,3
2861,Valakampiai,Rato g.,99919,2044,2,48.89,1,3
2862,Senamiestis,Aguonų g.,299000,3331,3,89.76,4,5
2863,Senamiestis,Totorių g.,251900,3704,2,68,1,2
2864,Viršuliškės,Pilaitės pr.,104000,1807,3,57.54,12,16
2865,Pilaitė,Pilaitės pr.,104000,1822,3,57.09,12,16
2866,Karoliniškės,Spaudos g.,67500,1826,2,36.96,6,16
2867,Pašilaičiai,Pavilnionių g.,95000,1250,3,76,2,5
2868,Kalnėnai,Lukšinės g.,81500,1173,3,69.5,1,2
2869,Kalnėnai,Lukšinės g.,81500,1283,3,63.5,2,2
2870,Kalnėnai,Lukšinės g.,81500,1283,3,63.5,2,2
2871,Žvėrynas,Saltoniškių g.,95000,2684,1,35.4,3,10
2872,Bajorai,Salaspilio g.,148000,2313,3,64,1,2
2873,Pilaitė,Bitėnų g.,133000,1749,3,76.05,5,5
2874,Antakalnis,L. Sapiegos g.,220000,1835,3,119.91,1,5
2875,Pašilaičiai,Leičių g.,74000,1047,3,70.66,9,9
2876,Pašilaičiai,Leičių g.,66000,1393,2,47.38,9,9
2877,Pašilaičiai,Leičių g.,65000,1431,2,45.42,9,9
2878,Naujininkai,Eišiškių pl.,116000,1758,3,66,1,5
2879,Naujininkai,Panevėžio g.,48000,1920,1,25,2,4
2880,Žirmūnai,Trinapolio g.,87200,1799,2,48.46,1,9
2881,Valakampiai,Smilgų g.,279000,2160,4,129.19,2,2
2882,Salininkai,Pupinės g.,24000,937,1,25.61,5,5
2883,Naujamiestis,Vytenio g.,42000,1014,2,41.42,0,3
2884,Pašilaičiai,Eitminų g.,90000,1134,3,79.4,3,9
2885,Žvėrynas,Pušų g.,39000,984,2,39.63,1,1
2886,Senamiestis,Paupio g.,79000,2026,2,39,2,2
2887,Šnipiškės,Kalvarijų g.,33000,1066,2,30.96,1,1
2888,Užupis,Baltasis skg.,195000,3545,3,55,1,1
2889,Senamiestis,Lydos g.,247000,4450,2,55.51,1,3
2890,Pilaitė,Juodkrantės g.,80600,1569,2,51.38,3,5
2891,Šnipiškės,Kalvarijų g.,83000,1766,2,47,2,2
2892,Pilaitė,Valtarkiemio g.,80400,1576,2,51.01,4,5
2893,Pilaitė,M. Mažvydo g.,110800,1816,3,61,1,5
2894,Pilaitė,M. Mažvydo g.,85900,1832,2,46.89,1,5
2895,Pilaitė,Juodkrantės g.,83800,1787,2,46.89,1,5
2896,Pilaitė,Juodkrantės g.,109800,1818,3,60.41,1,5
2897,Pilaitė,Juodkrantės g.,108500,1787,3,60.7,1,5
2898,Senamiestis,Gedimino pr.,1100000,4183,5,263,3,3
2899,Senamiestis,Mėsinių g.,595000,2817,6,211.2,1,3
2900,Naujininkai,Kapsų g.,182500,2199,4,83.01,7,7
2901,Naujamiestis,Kapsų g.,182500,2199,4,83.01,7,7
2902,Pavilnys,Džiaugsmo g.,44000,721,3,61,2,2
2903,Senamiestis,Dominikonų g.,295000,2730,4,108.05,3,4
2904,Fabijoniškės,S. Stanevičiaus g.,119000,1794,3,66.34,2,9
2905,Naujamiestis,Statybininkų g.,84100,2767,1,30.39,9,9
2906,Žvėrynas,Vytauto g.,149000,3725,2,40,1,2
2907,Žvėrynas,Antano Tumėno g.,780000,4333,4,180,17,18
2908,Senamiestis,Antano Tumėno g.,780000,4333,4,180,17,18
2909,Šnipiškės,Kalvarijų g.,110000,3123,1,35.22,1,3
2910,Šnipiškės,Giedraičių g.,57000,1683,1,33.87,6,9
2911,Naujamiestis,Statybininkų g.,86900,2763,1,31.45,7,9
2912,Šnipiškės,Konstitucijos pr.,146918,3010,2,48.81,5,29
2913,Šnipiškės,Giedraičių g.,69700,1602,2,43.51,5,10
2914,Antakalnis,Smėlio g.,189000,1853,4,102,1,4
2915,Senamiestis,Šv. Stepono g.,55000,2280,1,24.12,2,3
2916,Pilaitė,Tolminkiemio g.,103500,1536,3,67.4,2,4
2917,Šnipiškės,Konstitucijos pr.,420000,3217,3,130.54,16,27
2918,Senamiestis,Vasario 16-osios g.,349000,2522,4,138.37,4,4
2919,Naujoji Vilnia,Dūmų g.,45999,597,3,77,1,2
2920,Valakampiai,Rato g.,179000,3377,2,53,3,3
2921,Lazdynėliai,Miškinių g.,195000,1500,4,130,1,2
2922,Lazdynai,Miškinių g.,195000,1500,4,130,1,2
2923,Karoliniškės,Miškinių g.,195000,1500,4,130,1,2
2924,Liepkalnis,Miškinių g.,195000,1500,4,130,1,2
2925,Naujininkai,Miškinių g.,195000,1500,4,130,1,2
2926,Vilkpėdė,Miškinių g.,195000,1500,4,130,1,2
2927,Lazdynai,Miškinių g.,195000,1500,4,130,1,2
2928,Naujininkai,Rodūnios kel.,15000,678,1,22.14,2,5
2929,Senamiestis,Jogailos g.,765000,4904,4,156,2,4
2930,Naujininkai,Prūsų g.,29200,832,2,35.11,1,2
2931,Naujoji Vilnia,Pramonės g.,9700,313,1,30.97,1,1
2932,Senamiestis,Ligoninės g.,237000,1782,5,133,2,3
2933,Žirmūnai,Kareivių g.,15500,1292,1,12,5,5
2934,Santariškės,Mykolo Marcinkevičiaus g.,320000,1339,5,239,3,3
2935,Jeruzalė,Mokyklos g.,103500,1163,4,89,4,5
2936,Naujininkai,Rodūnios kel.,18400,805,1,22.87,4,4
2937,Užupis,Manufaktūrų g.,174000,2210,3,78.74,2,4
2938,Senamiestis,Raugyklos g.,449000,2993,5,150,3,4
2939,Žvėrynas,Malonioji g.,120000,1979,3,60.63,1,2
2940,Užupis,Manufaktūrų g.,123000,1984,2,62,5,5
2941,Šnipiškės,Konstitucijos pr.,299902,3045,3,98.49,15,29
2942,Grigiškės,Šviesos g.,28000,724,2,38.68,5,5
2943,Rasos,Naujininkų g.,21960,296,3,74.24,1,1
2944,Šnipiškės,Kalvarijų g.,41400,933,2,44.35,1,1
2945,Salininkai,Skaisteros g.,31500,700,2,45,1,2
2946,Naujininkai,Kapsų g.,38900,1236,2,31.46,5,5
2947,Pavilnys,Vandens g.,72000,973,2,74,2,2
2948,Žvėrynas,Danielių g.,229000,3817,2,60,2,4
2949,Senamiestis,Stiklių g.,600000,5737,3,104.58,2,3
2950,Žemieji Paneriai,Savanorių pr.,44192,921,2,48,2,5
2951,Žemieji Paneriai,Savanorių pr.,38225,932,2,41,5,5
2952,Paneriai,Kanuto Rusecko g.,118900,996,4,119.43,2,2
2953,Trakų Vokė,Kanuto Rusecko g.,101900,995,4,102.37,2,2
2954,Paneriai,Kanuto Rusecko g.,111900,1093,4,102.37,1,2
2955,Jeruzalė,Baltupio g.,165000,1364,4,121,3,4
2956,Naujininkai,Baltosios Vokės g.,6450,167,2,38.62,1,1
2957,Antavilis,Antavilių g.,6350,166,2,38.28,2,2
2958,Antavilis,Antavilių g.,4100,166,2,24.72,1,2
2959,Antakalnis,Antavilių g.,6550,165,2,39.68,1,2
2960,Zujūnai,Sūduvių g.,69000,910,3,75.81,2,2
2961,Buivydiškių k.,Sūduvių g.,69000,910,3,75.81,2,2
2962,Justiniškės,Sūduvių g.,69000,910,3,75.81,2,2
2963,Senamiestis,Kauno g.,138000,1497,4,92.16,4,6
2964,Senamiestis,Subačiaus g.,65600,2117,2,30.99,3,3
2965,Antakalnis,Antakalnio g.,83000,1413,3,58.75,5,5
2966,Naujoji Vilnia,Gluosnių g.,28100,937,2,30,1,1
2967,Naujininkai,Rudaminos g.,20250,564,3,35.93,1,1
2968,Naujininkai,Konduktorių g.,28440,559,2,50.84,1,1
2969,Verkiai,Kalvarijų g.,43200,895,3,48.29,1,1
2970,Šnipiškės,Daugėliškio g.,22320,597,1,37.41,1,1
2971,Naujininkai,A. Jaroševičiaus g.,25596,747,2,34.26,1,2
2972,Senamiestis,Markučių g.,295000,2254,5,130.9,2,3
2973,Užupis,Markučių g.,295000,2254,4,130.9,2,3
2974,Užupis,Markučių g.,295000,2254,5,130.9,2,3
2975,Markučiai,Markučių g.,295000,2254,4,130.9,2,3
2976,Šnipiškės,Tuskulėnų g.,61000,1848,1,33,5,5
2977,Antakalnis,Žirgo g.,240000,1333,3,180,1,1
2978,Verkiai,Žaliųjų Ežerų g.,25380,583,1,43.53,1,1
2979,Naujoji Vilnia,Pramonės g.,12690,264,2,48.02,1,1
2980,Šnipiškės,Kalvarijų g.,50580,1220,2,41.46,1,2
2981,Senamiestis,Jogailos g.,188253,2896,2,65,3,4
2982,Senamiestis,M. Daukšos g.,149990,2870,3,52.26,1,3
2983,Baltupiai,Kalvarijų g.,249500,2916,2,85.56,14,14
2984,Senamiestis,Dominikonų g.,225000,3804,2,59.15,4,4
2985,Naujininkai,Rudaminos g.,15876,729,1,21.79,0,1
2986,Naujoji Vilnia,A. Kojelavičiaus g.,24138,978,2,24.68,1,1
2987,Grigiškės,Savanorių pr.,15999,727,1,22,2,2
2988,Žemieji Paneriai,Savanorių pr.,15999,727,1,22,2,2
2989,Vilkpėdė,Savanorių pr.,15999,727,2,22,2,2
2990,Vilkpėdė,Savanorių pr.,12499,938,1,13.33,2,2
2991,Markučiai,Markučių g.,305000,2199,5,138.68,2,3
2992,Senamiestis,Markučių g.,305000,2199,5,138.68,2,3
2993,Užupis,Markučių g.,305000,2199,5,138.68,2,3
2994,Justiniškės,Taikos g.,24500,942,1,26,1,5
2995,Avižieniai,Ežerėlių g.,96533,1821,2,53,1,2
2996,Pašilaičiai,Gabijos g.,95000,1439,2,66,9,9
2997,Senamiestis,Polocko g.,20979,1226,1,17.11,1,1
2998,Naujininkai,Algirdo g.,24660,886,2,27.83,1,1
2999,Senamiestis,A. Stulginskio g.,366000,2302,5,159,5,5
3000,Trakų Vokė,Vilkiškės g.,99000,990,4,100,1,2
3001,Naujamiestis,Švitrigailos g.,85000,603,4,141,5,5
3002,Naujamiestis,Savanorių pr.,46000,1586,1,29,1,5
3003,Pašilaičiai,Laisvės pr.,129800,1202,3,108,6,6
3004,Fabijoniškės,Ukmergės g.,27000,714,2,37.81,1,1
3005,Pašilaičiai,Leičių g.,50000,1746,1,28.63,5,9
3006,Naujamiestis,S. Konarskio g.,96000,1882,2,51,4,5
3007,Užusieniai,Dubičių g.,71000,640,3,111,1,2
3008,Žvėrynas,Pušų g.,187018,3132,2,59.72,1,3
3009,Baltupiai,Ateities g.,37500,1389,1,27,5,5
3010,Jeruzalė,Ateities g.,37500,1389,1,27,5,5
3011,Šnipiškės,Olimpiečių g.,357029,4300,3,83.03,3,4
3012,Senamiestis,Žemaitijos g.,105000,2005,3,52.37,3,3
3013,Rasos,Ribiškių Didžioji g.,99999,1368,3,73.08,1,2
3014,Fabijoniškės,Fabijoniškių g.,146211,1150,4,127.14,2,14
3015,Lazdynai,Architektų g.,73400,1184,3,62,5,5
3016,Žirmūnai,Žirmūnų g.,69000,1876,1,36.78,6,12
3017,Šnipiškės,Saracėnų g.,19116,448,2,42.68,2,2
3018,Šnipiškės,Krokuvos g.,44550,565,4,78.78,1,1
3019,Naujininkai,Pumpurų g.,17424,318,3,54.84,1,1
3020,Pilaitė,Simono Grunau g.,53800,1368,2,39.32,3,4
3021,Senamiestis,Arklių g.,750000,3555,4,211,3,3
3022,Naujamiestis,Panerių g.,62257,754,3,82.62,2,2
3023,Naujininkai,A. Jaroševičiaus g.,16476,397,2,41.47,1,1
3024,Senamiestis,Bazilijonų g.,363540,2733,4,133,4,4
3025,Senamiestis,Bazilijonų g.,112320,2808,2,40,2,3
3026,Senamiestis,Savanorių pr.,225000,2419,3,93,14,27
3027,Šeškinė,Ozo g.,120000,1481,4,81,2,9
3028,Naujoji Vilnia,A. Kojelavičiaus g.,12224,254,3,48.07,1,1
3029,Šnipiškės,Kalvarijų g.,19683,833,1,23.62,1,1
3030,Senamiestis,Pylimo g.,236000,3420,3,69,2,3
3031,Šeškinė,Ukmergės g.,30473,783,1,38.91,1,1
3032,Naujoji Vilnia,Stepono Batoro g.,11800,694,1,17,2,2
3033,Salininkai,Gervėbalės g.,42000,875,2,48,2,2
3034,Senamiestis,Gaono g.,304000,2627,2,115.72,2,3
3035,Naujininkai,Naugarduko g.,15308,591,1,25.89,1,1
3036,Žvėrynas,Birutės g.,193000,2761,2,69.9,1,2
