,Rajonas,Gatve,Kaina,Kvadrato kaina,Kambariai,Plotas,Aukstas,Is viso aukstu
0,Pašilaičiai,Budiniškių g.,74200,1599,2,46.41,1,5
1,Bajorai,Bajorų kel.,126700,1630,4,77.73,8,9
2,Viršuliškės,Viršuliškių g.,83900,1916,2,43.8,4,11
3,Bajorai,Bajorų kel.,48500,1911,1,25.38,1,6
4,Šnipiškės,Giedraičių g.,88000,1984,2,44.36,2,9
5,Šnipiškės,Giedraičių g.,67000,1936,1,34.61,7,10
6,Senamiestis,Didžioji g.,207000,2550,3,81.18,4,4
7,Šnipiškės,A. Juozapavičiaus g.,149000,2980,2,50,5,9
8,Pilaitė,Tolminkiemio g.,48000,1524,1,31.5,1,4
9,Pilaitė,Simono Grunau g.,115000,1223,4,94,2,2
10,Šnipiškės,Giedraičių g.,95000,1772,2,53.61,8,10
11,Šnipiškės,Giedraičių g.,61000,2286,1,26.69,3,9
12,Senamiestis,Rūdninkų g.,299000,3211,3,93.11,2,4
13,Naujamiestis,Savanorių pr.,165000,2463,3,67,2,9
14,Šiaurės miestelis,S. Žukausko g.,112000,1991,2,56.26,4,7
15,Antakalnis,Antakalnio g.,123000,2102,3,58.52,4,5
16,Antakalnis,Antakalnio g.,92500,2201,2,42.03,4,5
17,Antakalnis,Antakalnio g.,85200,2301,2,37.02,5,5
18,Justiniškės,Taikos g.,76400,1722,2,44.36,2,4
19,Pašilaičiai,Budiniškių g.,94400,2543,1,37.12,6,7
20,Justiniškės,Taikos g.,49990,1680,1,29.76,1,4
21,Naujoji Vilnia,Gerovės g.,46000,1361,1,33.79,5,5
22,Pilaitė,Tolminkiemio g.,127000,1887,3,67.3,4,4
23,Pilaitė,Tolminkiemio g.,109500,1825,3,60,4,4
24,Žirmūnai,Trinapolio g.,125000,2119,3,59,9,10
25,Naujamiestis,T. Ševčenkos g.,179000,2081,2,86,4,6
26,Lazdynėliai,Lazdynėlių g.,92500,2151,2,43,3,4
27,Naujamiestis,Pakalnės g.,199500,2267,4,88,3,3
28,Žirmūnai,Šeimyniškių g.,190000,1567,4,121.28,2,7
29,Antakalnis,Pylimėlių g.,119845,1890,3,63.42,1,3
30,Lazdynėliai,Lazdynėlių g.,59500,1919,1,31,3,4
31,Lazdynėliai,Lazdynėlių g.,75000,1786,2,42,4,4
32,Karoliniškės,Sausio 13-osios g.,121000,2077,3,58.26,5,7
33,Karoliniškės,Sausio 13-osios g.,99999,1943,2,51.47,2,7
34,Lazdynai,Miškinių g.,195000,1500,4,130,1,2
35,Karoliniškės,Miškinių g.,195000,1500,4,130,1,2
36,Senamiestis,Pakalnės g.,199500,2217,3,90,2,2
37,Pašilaičiai,Perkūnkiemio g.,97000,1405,2,69.06,1,9
38,Žirmūnai,Žirmūnų g.,77900,1759,2,44.28,3,5
39,Pašilaičiai,Budiniškių g.,114100,1549,4,73.65,1,5
40,Bajorai,Bajorų kel.,70200,1799,2,39.03,1,9
41,Lazdynėliai,Lazdynėlių g.,52000,1660,1,31.32,4,4
42,Žirmūnai,Piromonto g.,103900,2225,2,46.69,1,6
43,Žirmūnai,M. Katkaus g.,71665,2348,1,30.52,7,7
44,Pilaitė,Karaliaučiaus g.,85500,1450,3,58.97,2,6
45,Pašilaičiai,Perkūnkiemio g.,104900,1748,3,60,8,9
46,Justiniškės,Taikos g.,113500,1729,4,65.64,3,4
47,Justiniškės,Taikos g.,98600,1580,3,62.42,1,4
48,Šiaurės miestelis,Ulonų g.,165999,1874,3,88.56,3,6
49,Justiniškės,Laisvės pr.,65000,1403,2,46.34,2,5
50,Žvėrynas,Liepyno g.,289000,3568,3,81,6,9
51,Žirmūnai,Verkių g.,57000,1629,2,35,4,5
52,Pilaitė,Tvankstos g.,90000,2045,2,44,2,5
53,Naujininkai,Šumsko g.,118000,1073,4,110,2,2
54,Senamiestis,A. Strazdelio g.,350000,2646,5,132.29,4,4
55,Užupis,Polocko g.,144000,3556,2,40.5,3,4
56,Užupis,Polocko g.,226000,3378,3,66.91,2,4
57,Naujininkai,Dariaus ir Girėno g.,49000,1815,1,27,4,9
58,Karoliniškės,Dariaus Gerbutavičiaus g.,65000,833,4,78,1,5
59,Antakalnis,Žolyno g.,28000,1568,1,17.86,1,5
60,Žirmūnai,Trinapolio g.,98000,1750,2,56,6,9
61,Žvėrynas,Blindžių g.,61500,1809,2,34,1,2
62,Naujamiestis,Konstitucijos pr.,208657,2350,4,88.79,7,29
63,Pilaitė,Bitėnų g.,50000,1389,2,36,4,4
64,Pilaitė,Juodkrantės g.,65000,1759,1,36.95,5,7
65,Visoriai,Skersinės Sodų 3-ioji g.,100000,1220,4,82,1,1
66,Antakalnis,Nemenčinės pl.,300000,2262,4,132.61,2,3
67,Valakampiai,Nemenčinės pl.,300000,2262,4,132.61,2,3
68,Pilaitė,Dituvos g.,95800,988,4,97,1,2
69,Pašilaičiai,Leičių g.,71000,1082,3,65.6,7,9
70,Pavilnys,Džiaugsmo g.,80000,1143,3,70,1,2
71,Šnipiškės,Kintų g.,57000,2348,1,24.28,1,4
72,Šnipiškės,Kintų g.,68000,2009,2,33.84,1,4
73,Naujamiestis,Gedimino pr.,93000,2906,1,32,3,5
74,Kalnėnai,Valonų g.,84000,1050,4,80,2,3
75,Užupis,Aukštaičių g.,152597,2390,3,63.85,3,5
76,Užupis,Aukštaičių g.,166824,2950,2,56.56,2,4
77,Senamiestis,Aukštaičių g.,214970,2671,3,80.48,1,4
78,Užupis,Aukštaičių g.,165019,2902,2,56.87,3,5
79,Senamiestis,Aukštaičių g.,232740,2949,3,78.91,3,5
80,Senamiestis,Aukštaičių g.,181377,3728,2,48.65,2,5
81,Senamiestis,Aukštaičių g.,200038,2763,3,72.4,3,4
82,Senamiestis,Aukštaičių g.,169348,2999,2,56.47,3,4
83,Pilaitė,Šarkuvos g.,87000,921,3,94.5,3,3
84,Senamiestis,Gaono g.,990000,4950,4,200,3,4
85,Senamiestis,J. Basanavičiaus g.,600000,5357,4,112,4,4
86,Antakalnis,Pylimėlių g.,68783,1860,2,36.98,3,3
87,Pašilaičiai,Budiniškių g.,76600,1688,2,45.37,1,5
88,Bajorai,Bajorų kel.,108800,1565,4,69.51,2,6
89,Viršuliškės,Viršuliškių g.,127800,1712,4,74.63,2,11
90,Viršuliškės,Viršuliškių g.,99800,1738,3,57.43,1,11
91,Kalnėnai,Kroatų g.,92000,1146,4,80.26,1,2
92,Šnipiškės,Konstitucijos pr.,241230,2650,3,91.03,14,29
93,Lazdynėliai,Jonažolių g.,117000,1773,2,66,1,9
94,Pavilnys,Džiaugsmo g.,85000,1063,4,80,2,2
95,Senamiestis,Konstitucijos pr.,299460,2300,4,130.2,7,29
96,Senamiestis,Konstitucijos pr.,162965,2750,2,59.26,11,29
97,Žirmūnai,M. Katkaus g.,71034,2680,1,26.51,7,7
98,Pilaitė,Tvankstos g.,98580,1870,2,52.72,2,6
99,Pilaitė,Tvankstos g.,59000,1532,1,38.52,6,6
100,Antakalnis,Smėlio g.,128000,2384,2,53.7,4,5
101,Antakalnis,Smėlio g.,91000,2453,2,37.1,2,7
102,Naujamiestis,Kauno g.,92000,3067,1,30,2,6
103,Justiniškės,Taikos g.,79137,1720,2,46.01,2,4
104,Antakalnis,Pylimėlių g.,121100,1910,3,63.41,2,3
105,Saulėtekis,Pylimėlių g.,89300,1825,3,48.94,2,3
106,Naujamiestis,Smolensko g.,127000,2228,3,57,2,7
107,Žvėrynas,Sėlių g.,95000,1869,2,50.82,4,5
108,Šnipiškės,Konstitucijos pr.,358092,4200,3,85.26,18,29
109,Naujamiestis,Kapsų g.,182500,2199,4,83.01,7,7
110,Senamiestis,A. Stulginskio g.,255000,3226,3,79.04,1,5
111,Naujamiestis,Vilkpėdės g.,147000,1959,3,75.04,4,7
112,Senamiestis,Totorių g.,172556,3977,2,43.39,2,2
113,Naujoji Vilnia,Gerovės g.,59900,1291,2,46.41,4,5
114,Pašilaičiai,Ukmergės g.,98000,1241,3,79,1,5
115,Antakalnis,Nemenčinės pl.,230000,3109,3,73.97,2,3
116,Senamiestis,Gedimino pr.,380000,4659,3,81.56,3,5
117,Pašilaičiai,Pavilnionių g.,89500,1450,3,61.72,6,12
118,Užupis,Manufaktūrų g.,131767,2119,3,62.19,4,6
119,Užupis,Manufaktūrų g.,105387,1941,2,54.29,2,6
120,Lazdynėliai,Lazdynėlių g.,107500,1991,3,54,2,4
121,Šnipiškės,Konstitucijos pr.,153998,2569,2,59.95,9,29
122,Bajorai,Šventeliškių g.,122500,1944,3,63,2,2
123,Šnipiškės,Linkmenų g.,119000,2890,2,41.17,4,5
124,Užupis,Olandų g.,65000,2031,2,32,1,5
125,Šnipiškės,Kalvarijų g.,175000,2293,3,76.31,6,7
126,Turniškės,Turniškių g.,76000,1970,2,38.58,3,3
127,Justiniškės,Budiniškių g.,63000,2423,1,26,5,5
128,Šnipiškės,Giedraičių g.,79000,1909,2,41.39,2,4
129,Pilaitė,Trakėnų g.,105000,1944,2,54,1,2
130,Senamiestis,V. Šopeno g.,90000,3000,1,30,2,4
131,Naujamiestis,Gerosios Vilties g.,117000,1887,3,62,3,6
132,Naujamiestis,Gerosios Vilties g.,83700,1929,2,43.4,5,6
133,Naujamiestis,Gerosios Vilties g.,88700,1941,2,45.69,2,6
134,Pilaitė,Karaliaučiaus g.,91000,2011,2,45.24,7,9
135,Pilaitė,Karaliaučiaus g.,98000,1965,2,49.87,7,9
136,Bajorai,Salaspilio g.,86000,2091,2,41.12,2,4
137,Užupis,Polocko g.,77000,3883,1,19.83,3,4
138,Visoriai,Onos Miciūtės g.,129000,2048,3,63,2,2
139,Lazdynai,Erfurto g.,57000,1180,2,48.3,8,12
140,Viršuliškės,Viršuliškių g.,58000,1234,2,47,5,5
141,Fabijoniškės,Salomėjos Nėries g.,72000,1075,3,66.96,2,5
142,Pilaitė,Bitėnų g.,77990,1733,2,45,2,4
143,Pašilaičiai,Medeinos g.,49900,1368,1,36.48,6,9
144,Senamiestis,Subačiaus g.,199900,2815,3,71,2,3
145,Kalnėnai,Valonų g.,84000,1050,3,80,1,3
146,Karoliniškės,Igno Šimulionio g.,69000,1094,3,63.08,6,9
147,Pilaitė,I. Simonaitytės g.,129500,1933,3,67,6,6
148,Žirmūnai,Žirmūnų g.,88000,1135,4,77.53,5,5
149,Baltupiai,Didlaukio g.,94500,1477,3,64,6,9
150,Karoliniškės,Vido Maciulevičiaus g.,56800,1721,2,33,8,9
151,Jeruzalė,Kalvarijų Sodų 5-oji g.,179000,1712,3,104.56,1,2
152,Fabijoniškės,S. Stanevičiaus g.,89900,1342,3,67,5,5
153,Naujamiestis,Naugarduko g.,140000,1838,3,76.18,2,3
154,Pilaitė,Trakėnų g.,120000,1224,4,98,1,3
155,Pilaitė,M. Mažvydo g.,145000,1648,4,88,6,6
156,Naujamiestis,Kedrų g.,50000,2778,1,18,2,5
157,Naujamiestis,Kedrų g.,42000,3231,1,13,3,5
158,Naujamiestis,Savanorių pr.,38000,2375,1,16,1,5
159,Pašilaičiai,Leičių g.,84900,1572,2,54,3,9
160,Antakalnis,Šilo g.,140500,1325,5,106,1,5
161,Senamiestis,Vokiečių g.,190000,2794,3,68,2,4
162,Naujamiestis,Vytenio g.,169000,1482,2,114,4,4
163,Pašilaičiai,Leičių g.,109000,1612,3,67.62,8,9
164,Senamiestis,Vokiečių g.,190000,2794,2,68,2,4
165,Antakalnis,Vaidilutės g.,165000,2025,3,81.47,1,2
166,Antakalnis,Vaidilutės g.,188000,2308,3,81.47,1,2
167,Senamiestis,Markučių g.,295000,2149,5,137.27,2,3
168,Užupis,Markučių g.,295000,2149,5,137.27,2,3
169,Pilaitė,Pilkalnio g.,86568,1061,3,81.61,1,3
170,Pilaitė,Pilkalnio g.,89000,1068,4,83.3,1,3
171,Užupis,Manufaktūrų g.,98960,1600,3,61.85,2,6
172,Užupis,Manufaktūrų g.,101448,2020,2,50.22,2,6
173,Šiaurės miestelis,Tuskulėnų g.,139000,1853,4,75,4,5
174,Žvėrynas,Lapių g.,253140,3000,4,84.38,2,4
175,Žvėrynas,Lapių g.,117390,3000,2,39.13,2,4
176,Antakalnis,Antakalnio g.,78750,2290,2,34.39,3,3
177,Verkiai,Pušyno kel.,235000,1981,4,118.62,3,3
178,Antakalnis,Vytauto Žalakevičiaus g.,149900,3259,2,46,1,5
179,Naujamiestis,Vytenio g.,78900,1929,2,40.91,6,8
180,Šeškinė,Gelvonų g.,71500,1402,2,51,4,9
181,Pilaitė,M. Mažvydo g.,74800,2267,1,33,3,9
182,Naujamiestis,Birželio 23-iosios g.,49000,1559,1,31.44,1,5
183,Pašilaičiai,Eitminų g.,99900,1341,3,74.49,6,9
184,Naujamiestis,Savanorių pr.,80000,1409,3,56.76,3,5
185,Fabijoniškės,L. Giros g.,90000,1347,3,66.82,9,10
186,Šnipiškės,Linkmenų g.,143000,2496,3,57.3,2,7
187,Žirmūnai,Raitininkų g.,181100,2667,3,67.9,7,7
188,Žirmūnai,Raitininkų g.,121800,2379,2,51.2,5,7
189,Antakalnis,Antakalnio g.,99000,1378,3,71.86,5,5
190,Naujoji Vilnia,Kučkuriškių g.,49000,891,2,55,1,2
191,Grigiškės,Vilniaus g.,63000,1353,3,46.55,1,2
192,Justiniškės,Taikos g.,65000,1300,2,50,2,9
193,Fabijoniškės,S. Stanevičiaus g.,73500,1470,2,50,3,5
194,Fabijoniškės,Fabijoniškių g.,84500,1457,2,58,5,5
195,Žirmūnai,Raitininkų g.,153500,2656,3,57.8,2,7
196,Burbiškės,Burbiškių g.,118000,2185,3,54,2,3
197,Senamiestis,Žydų g.,129500,3159,1,41,2,3
198,Lazdynėliai,Jonažolių g.,90000,2195,2,41,5,9
199,Naujininkai,Dariaus ir Girėno g.,36300,1226,1,29.6,4,4
200,Naujoji Vilnia,Parko g.,54000,1075,2,50.25,4,5
201,Antakalnis,P. Vileišio g.,140000,2863,2,48.9,5,6
202,Naujamiestis,S. Konarskio g.,97000,1822,2,53.25,5,5
203,Naujoji Vilnia,Pramonės g.,27499,1375,1,20,4,4
204,Žvėrynas,Latvių g.,111000,2250,2,49.34,1,9
205,Baltupiai,Jurgio Lebedžio g.,58950,2563,1,23,1,5
206,Bajorai,Bajorų kel.,98000,1873,2,52.33,3,4
207,Šnipiškės,Giedraičių g.,67000,1683,2,39.8,3,9
208,Šeškinė,Siesikų g.,88000,2096,2,41.98,2,8
209,Naujininkai,Brolių g.,66300,1052,2,63,1,5
210,Šnipiškės,Linkmenų g.,98000,2310,2,42.43,1,5
211,Fabijoniškės,S. Stanevičiaus g.,49000,1380,2,35.51,5,5
212,Užupis,Kaukysos g.,114700,1972,2,58.16,6,6
213,Lazdynėliai,Jonažolių g.,108000,2160,2,50,8,9
214,Lazdynai,M. Mironaitės g.,95000,2065,2,46,4,6
215,Bajorai,Bajorų kel.,120000,1922,3,62.44,5,6
216,Šeškinė,Gelvonų g.,57500,1631,1,35.25,3,5
217,Pilaitė,M. Mažvydo g.,167000,2783,2,60,1,6
218,Lazdynai,Architektų g.,99500,1401,4,71,4,9
219,Naujamiestis,Birželio 23-iosios g.,88000,1830,2,48.1,1,5
220,Karoliniškės,Dariaus Gerbutavičiaus g.,86700,1421,3,61,3,5
221,Senamiestis,Pylimo g.,157000,2879,2,54.53,4,4
222,Antakalnis,Žolyno g.,57000,1326,2,43,1,5
223,Naujininkai,Eišiškių pl.,80000,2000,2,40,4,5
224,Naujamiestis,Gerosios Vilties g.,36000,1500,1,24,2,5
225,Senamiestis,Literatų g.,130000,2291,3,56.75,1,2
226,Viršuliškės,Viršuliškių g.,56500,1712,1,33,4,9
227,Fabijoniškės,Fabijoniškių g.,69900,1589,2,44,3,9
228,Pašilaičiai,Medeinos g.,85000,1074,4,79.12,5,7
229,Lazdynai,Architektų g.,78500,1602,2,49,1,5
230,Baltupiai,Ateities g.,28500,1681,1,16.95,2,5
231,Viršuliškės,Viršuliškių g.,61000,958,3,63.67,6,9
232,Senamiestis,Odminių g.,299000,4983,2,60,2,3
233,Karoliniškės,Vido Maciulevičiaus g.,69000,1085,3,63.6,1,9
234,Žvėrynas,Pieninės g.,114001,3257,2,35,2,6
235,Fabijoniškės,Liudviko Zamenhofo g.,144000,1569,3,91.75,4,6
236,Žirmūnai,Verkių g.,51650,1913,1,27,3,9
237,Bajorai,Fizikų g.,95900,1731,2,55.4,3,7
238,Fabijoniškės,L. Giros g.,68900,1406,2,49,5,5
239,Pilaitė,Tvankstos g.,95900,2217,2,43.25,4,4
240,Pilaitė,I. Simonaitytės g.,145000,1654,3,87.68,2,4
241,Pilaitė,Įsruties g.,65000,1638,1,39.69,1,5
242,Karoliniškės,Vytauto Vaitkaus g.,70000,1449,2,48.3,4,12
243,Pilaitė,Tolminkiemio g.,89900,1998,2,45,3,4
244,Naujamiestis,Naugarduko g.,73000,1532,2,47.66,4,5
245,Justiniškės,Laisvės pr.,52300,1276,1,41,5,5
246,Santariškės,J. Franko g.,120000,1842,2,65.13,3,3
247,Naujoji Vilnia,Genių g.,57000,1262,2,45.15,2,5
248,Karoliniškės,Apolinaro Juozo Povilaičio g.,99500,1382,3,72,5,9
249,Pašilaičiai,Gabijos g.,132000,1784,4,74,5,6
250,Naujamiestis,Raseinių g.,119000,2938,2,40.5,2,2
251,Justiniškės,Justiniškių g.,58000,1450,1,40,3,5
252,Naujoji Vilnia,Stepono Batoro g.,55000,971,3,56.65,1,1
253,Lazdynai,Architektų g.,85700,1198,3,71.56,3,16
254,Žirmūnai,Žirmūnų g.,195000,1423,4,137,4,4
255,Naujamiestis,A. Vivulskio g.,138000,2760,2,50,2,4
256,Naujamiestis,A. Vivulskio g.,99500,3685,1,27,9,12
257,Šnipiškės,Raitininkų g.,68000,2743,1,24.79,1,8
258,Senamiestis,A. Rotundo g.,599900,3674,5,163.3,5,6
259,Fabijoniškės,S. Stanevičiaus g.,85500,1276,3,67.02,9,10
260,Naujamiestis,Jonažolių g.,75000,2023,2,37.07,1,7
261,Žirmūnai,Trinapolio g.,147000,2625,2,56,4,9
262,Šnipiškės,Lvovo g.,135450,2100,3,64.5,5,5
263,Senamiestis,Tilto g.,76600,2451,1,31.25,1,3
264,Naujamiestis,Panerių g.,44000,2095,1,21,8,8
265,Naujininkai,Dariaus ir Girėno g.,20500,1151,1,17.81,2,5
266,Viršuliškės,Viršilų g.,128500,1590,3,80.82,3,23
267,Jeruzalė,Visorių g.,99500,2369,2,42,5,5
268,Senamiestis,A. Vienuolio g.,195000,1625,6,120,4,7
269,Justiniškės,Mozūriškių g.,125000,1649,3,75.81,4,4
270,Viršuliškės,Viršilų g.,125000,2123,2,58.87,5,23
271,Užupis,Polocko g.,38500,2567,1,15,2,3
272,Lazdynai,Architektų g.,89470,1150,4,77.8,5,5
273,Valakampiai,Rukeliškių g.,80000,1784,1,44.84,2,2
274,Naujoji Vilnia,Stepono Batoro g.,29500,894,2,33,1,2
275,Dvarčionys,Keramikų g.,68000,1360,2,50,2,4
276,Šiaurės miestelis,Kazimiero Ladygos g.,128000,2065,2,62,5,8
277,Žemieji Paneriai,Vaduvos g.,48500,1213,2,40,8,9
278,Pašilaičiai,Grigalaukio g.,98000,2279,2,43,4,4
279,Naujamiestis,Gerosios Vilties g.,20000,1362,1,14.68,2,5
280,Grigiškės,Kunigiškių g.,116000,1760,3,65.9,4,4
281,Užupis,Aukštaičių g.,99000,3061,2,32.34,2,3
282,Karoliniškės,Algimanto Petro Kavoliuko g.,59500,1803,1,33,8,9
283,Naujamiestis,Gerosios Vilties g.,96000,1784,2,53.81,5,5
284,Žirmūnai,Sporto g.,210000,1858,5,113,5,6
285,Lazdynai,Architektų g.,71000,1420,2,50,6,9
286,Pašilaičiai,Gabijos g.,72700,1425,2,51,2,5
287,Karoliniškės,Virginijaus Druskio g.,83000,1317,3,63,2,12
288,Pašilaičiai,Pavilnionių g.,85700,1405,2,61,3,14
289,Senamiestis,Ceikinių g.,149900,3059,2,49,2,7
290,Karoliniškės,Dariaus Gerbutavičiaus g.,55000,1667,1,33,6,9
291,Šeškinė,Šeškinės g.,75000,1488,2,50.42,6,9
292,Šeškinė,Musninkų g.,92000,1358,3,67.74,2,5
293,Šiaurės miestelis,S. Žukausko g.,84900,2201,1,38.58,9,9
294,Senamiestis,Šv. Stepono g.,67000,2983,1,22.46,1,2
295,Užupis,Paupio g.,259000,3648,3,71,2,2
296,Šnipiškės,Kalvarijų g.,54000,1636,1,33,4,5
297,Žirmūnai,Tuskulėnų g.,139000,1853,4,75,4,5
298,Karoliniškės,Algimanto Petro Kavoliuko g.,42500,1296,1,32.8,2,5
299,Žvėrynas,Sėlių g.,164000,3084,2,53.17,3,6
300,Rasos,Liepkalnio g.,120000,1813,3,66.2,3,5
301,Šeškinė,Ozo g.,93000,1515,3,61.37,4,9
302,Lazdynai,Architektų g.,99500,1404,3,70.88,4,9
303,Pilaitė,Vydūno g.,99500,1819,2,54.71,9,9
304,Pilaitė,M. Mažvydo g.,104000,1876,2,55.43,5,5
305,Karoliniškės,Algimanto Petro Kavoliuko g.,72500,1543,2,47,1,5
306,Baltupiai,Kalvarijų g.,47500,1289,1,36.86,4,12
307,Fabijoniškės,Salomėjos Nėries g.,72000,1732,2,41.57,1,12
308,Pilaitė,Pajautos g.,84000,1355,3,62,5,5
309,Žvėrynas,Birutės g.,155500,2508,3,62,2,2
310,Lazdynai,Architektų g.,81690,1050,4,77.8,4,5
311,Šiaurės miestelis,S. Žukausko g.,175000,1990,4,87.94,6,9
312,Lazdynėliai,Lazdynėlių g.,58700,2185,1,26.87,4,4
313,Lazdynai,Architektų g.,49900,1512,1,33,2,12
314,Pašilaičiai,Eitminų g.,75000,1786,2,42,7,9
315,Naujamiestis,Mindaugo g.,136000,2267,2,60,3,6
316,Pašilaičiai,Budiniškių g.,70000,1648,1,42.48,2,5
317,Naujamiestis,Vinco Kudirkos g.,525888,3320,4,158.38,3,3
318,Žirmūnai,Sporto g.,132800,2388,2,55.6,1,4
319,Žirmūnai,Sporto g.,193500,2282,4,84.8,2,6
320,Žirmūnai,Sporto g.,150800,2257,2,66.8,1,6
321,Žirmūnai,Kalvarijų g.,115000,2724,2,42.22,1,1
322,Senamiestis,Aguonų g.,275000,2696,4,102,4,6
323,Naujamiestis,Gedimino pr.,386000,3784,3,102,3,6
324,Pilaitė,Įsruties g.,75000,1364,2,55,2,9
325,Valakampiai,Svajonių g.,258000,2745,3,94,2,4
326,Žirmūnai,Žirmūnų g.,65000,2167,1,30,3,9
327,Naujoji Vilnia,Pramonės g.,28900,1014,1,28.5,4,4
328,Antakalnis,Žolyno g.,129500,2205,2,58.74,4,4
329,Karoliniškės,Sausio 13-osios g.,66000,1375,2,48,4,5
330,Naujininkai,Šaltkalvių g.,60000,1205,2,49.8,1,5
331,Pilaitė,I. Kanto al.,85900,1227,3,70,4,9
332,Justiniškės,Taikos g.,73900,1442,2,51.25,3,9
333,Žirmūnai,M. Katkaus g.,144500,2779,2,52,6,7
334,Didieji Gulbinai,Skalvos g.,92000,1122,4,82,2,2
335,Naujoji Vilnia,Pramonės g.,17770,613,1,29,2,4
336,Naujamiestis,Aludarių g.,132100,2916,2,45.3,2,6
337,Pilaitė,Vydūno g.,99800,2020,2,49.4,4,9
338,Antakalnis,Duburio g.,91700,1910,2,48,3,4
339,Senamiestis,A. Goštauto g.,156000,2889,2,54,4,5
340,Rasos,Liepkalnio g.,19950,570,1,35,1,1
341,Šnipiškės,Kalvarijų g.,49999,1149,2,43.52,1,1
342,Baltupiai,Kalvarijų g.,85000,2361,1,36,1,4
343,Lazdynėliai,Lazdynėlių g.,79000,2194,1,36,2,4
344,Pašilaičiai,Žemynos g.,89000,2342,2,38,1,5
345,Žirmūnai,Trinapolio g.,125000,2345,3,53.3,8,9
346,Žvėrynas,Liepyno g.,111000,2220,2,50,2,5
347,Žirmūnai,Tuskulėnų g.,65000,1970,1,33,2,5
348,Antakalnis,Švyturio g.,87200,1889,2,46.17,5,5
349,Šeškinė,Paberžės g.,68900,1566,2,44,1,9
350,Šiaurės miestelis,Ulonų g.,125000,2273,2,55,8,9
351,Antakalnis,Žirgo g.,93000,1348,3,69,2,2
352,Šeškinė,Ukmergės g.,64000,1227,2,52.14,2,16
353,Naujamiestis,Geležinio Vilko g.,67000,1867,2,35.89,5,14
354,Fabijoniškės,Fabijoniškių g.,88000,1073,4,82,4,16
355,Žirmūnai,Žirmūnų g.,98500,1539,3,64,10,10
356,Pašilaičiai,Grigalaukio g.,55800,2174,1,25.67,1,8
357,Antakalnis,P. Vileišio g.,119000,2644,2,45,5,5
358,Avižieniai,Sudervės kel.,83000,1133,4,73.26,2,3
359,Karoliniškės,Sausio 13-osios g.,115000,1386,2,83,2,7
360,Lazdynai,Architektų g.,75000,902,4,83.12,5,5
361,Naujamiestis,Savanorių pr.,73000,1659,2,44,3,5
362,Žvėrynas,Paribio g.,122000,2392,2,51,2,5
363,Naujoji Vilnia,Pramonės g.,22999,821,2,28,2,4
364,Pašilaičiai,Laisvės pr.,78000,1539,2,50.69,8,9
365,Lazdynai,Lazdynėlių g.,69000,1725,2,40,4,4
366,Žirmūnai,Raitininkų g.,131900,2273,2,58.03,2,7
367,Žirmūnai,Raitininkų g.,170100,2679,3,63.5,7,7
368,Naujininkai,Dzūkų g.,62000,1439,2,43.1,5,5
369,Lazdynėliai,Jonažolių g.,169000,2113,3,80,1,6
370,Bajorai,Fizikų g.,119500,2475,2,48.29,4,5
371,Naujininkai,Šaltkalvių g.,62900,1176,2,53.5,1,5
372,Valakampiai,Svajonių g.,115000,2556,2,45,1,4
373,Karoliniškės,Algimanto Petro Kavoliuko g.,71000,1507,2,47.1,4,5
374,Naujamiestis,J. Basanavičiaus g.,140000,2009,3,69.68,2,2
375,Antakalnis,Nemenčinės pl.,189000,2992,3,63.16,2,7
376,Žirmūnai,Žirmūnų g.,79999,1711,2,46.75,2,5
377,Pašilaičiai,Perkūnkiemio g.,70000,2121,1,33,10,12
378,Senamiestis,Šv. Stepono g.,79000,3084,1,25.62,2,2
379,Žirmūnai,Žirmūnų g.,105000,1591,3,66,2,5
380,Šeškinė,Musninkų g.,84500,1246,3,67.8,5,5
381,Naujininkai,A. Jaroševičiaus g.,34900,1586,1,22,1,2
382,Užupis,Kreivasis skg.,135000,2491,2,54.19,1,3
383,Visoriai,Visorių g.,72600,2420,1,30,1,5
384,Fabijoniškės,Salomėjos Nėries g.,68000,1587,2,42.84,12,12
385,Vilkpėdė,Vilkpėdės g.,145000,2302,2,63,4,6
386,Karoliniškės,Algimanto Petro Kavoliuko g.,64000,1000,3,64,7,12
387,Senamiestis,Šv. Ignoto g.,255000,3261,3,78.2,1,3
388,Žemieji Paneriai,Vaduvos g.,39500,1068,2,37,4,6
389,Lazdynai,Architektų g.,68000,1118,3,60.8,1,5
390,Senamiestis,Pylimo g.,72000,828,2,87,3,3
391,Pilaitė,Elbingo g.,114990,1855,3,62,2,4
392,Naujamiestis,Žemaitės g.,46000,1533,1,30,1,5
393,Naujamiestis,Geležinio Vilko g.,60000,1333,2,45,1,5
394,Žvėrynas,Sakalų g.,232400,2311,3,100.56,1,5
395,Bukčiai,Bukčių g.,70000,1710,2,40.93,2,2
396,Lazdynai,Architektų g.,70000,1522,2,46,10,12
397,Žirmūnai,Rinktinės g.,85000,1197,3,71,8,9
398,Antakalnis,Antakalnio g.,70000,1400,2,50,3,5
399,Bajorai,Jono Kairiūkščio g.,93900,1764,2,53.22,8,9
400,Pašilaičiai,Perkūnkiemio g.,94000,1484,2,63.33,9,9
401,Antakalnis,Žolyno g.,20000,1111,1,18,3,5
402,Šeškinė,Šeškinės g.,118000,1735,3,68,6,6
403,Jeruzalė,Rugių g.,75000,1961,1,38.24,5,5
